name	description	leaves
13284	a clade within phylum Tenericutes or Fusobacteria or Elusimicrobia or Bacteroidetes or Proteobacteria or Firmicutes	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037; 12166 sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346; sq105;size=88435; 12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074; 13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695; sq72;size=166815; 12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339; sq152;size=54508; sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211; sq68;size=178805; sq236;size=29272; sq62;size=199303; sq14;size=1011218; 11976 11935
11797	a clade within phylum Planctomycetes or Ignavibacteriae or Proteobacteria or Chlamydiae or Chlorobi or Bacteroidetes or Deinococcus-Thermus or Acidobacteria	sq119;size=76712; 4909 sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687; sq481;size=6956; sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175; sq35;size=455501; 10249 11740 11752 sq132;size=66577; 6010 sq123;size=72805; sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178 sq88;size=119729; sq122;size=74529; sq40;size=378246; 6259 sq265;size=23446; sq118;size=76766; sq65;size=186706; sq52;size=258287; sq37;size=435106;
13282	a clade within phylum Tenericutes or Fusobacteria or Elusimicrobia or Bacteroidetes or Proteobacteria or Firmicutes	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037; 12166 sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346; sq105;size=88435; 12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074; 13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695; sq72;size=166815; 12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339; sq152;size=54508;
15251	a clade within phylum Firmicutes,including representatives of class Erysipelotrichia, Bacilli	sq143;size=60973; 14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852; sq305;size=17074; sq647;size=3646; sq49;size=289146; sq12;size=1158412; sq303;size=17173; sq563;size=5038;
4284	a clade within phylum Gemmatimonadetes or Lentisphaerae or Nitrospirae or Actinobacteria or Firmicutes or Verrucomicrobia or Chloroflexi	sq290;size=18700; sq244;size=26964; sq147;size=57987; sq31;size=484285; sq1;size=4814083; sq8;size=1459934; sq76;size=147856; sq9;size=1334363; sq92;size=111219; sq159;size=51411; 4186 4203 sq29;size=509608; sq11;size=1228070; sq69;size=177052;
5011	a clade within phylum Proteobacteria,including representatives of class Epsilonproteobacteria, Deltaproteobacteria	sq119;size=76712; 4909
13260	a clade within phylum Tenericutes or Bacteroidetes or Fusobacteria or Elusimicrobia or Firmicutes	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037; 12166 sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346; sq105;size=88435; 12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074; 13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695; sq72;size=166815; 12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339;
4216	a clade within phylum Chloroflexi or Actinobacteria or Firmicutes	sq290;size=18700; sq244;size=26964; sq147;size=57987; sq31;size=484285; sq1;size=4814083; sq8;size=1459934; sq76;size=147856; sq9;size=1334363; sq92;size=111219; sq159;size=51411; 4186 4203 sq29;size=509608;
11789	a clade within phylum Bacteroidetes or Deinococcus-Thermus or Chlorobi or Ignavibacteriae or Proteobacteria	sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687; sq481;size=6956; sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175; sq35;size=455501; 10249 11740 11752 sq132;size=66577; 6010 sq123;size=72805; sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178 sq88;size=119729; sq122;size=74529; sq40;size=378246; 6259 sq265;size=23446; sq118;size=76766; sq65;size=186706; sq52;size=258287; sq37;size=435106;
12066	a clade within order Selenomonadales,including representatives of family Veillonellaceae, Acidaminococcaceae	sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211; sq68;size=178805; sq236;size=29272; sq62;size=199303; sq14;size=1011218; 11976 11935
12664	a clade within phylum Tenericutes or Bacteroidetes or Fusobacteria or Elusimicrobia or Firmicutes	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037; 12166 sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346; sq105;size=88435;
13259	a clade within phylum Bacteroidetes or Firmicutes	12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074; 13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695; sq72;size=166815; 12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339;
4090	a clade within phylum Actinobacteria or Firmicutes	sq290;size=18700; sq244;size=26964; sq147;size=57987; sq31;size=484285; sq1;size=4814083; sq8;size=1459934; sq76;size=147856; sq9;size=1334363; sq92;size=111219;
4214	a clade within family Coriobacteriaceae,including representatives of genus Cryptobacterium, Atopobium, Olsenella, Gordonibacter, Adlercreutzia, Paraeggerthella, Coriobacterium, Eggerthella, Slackia, Denitrobacterium, Enterorhabdus, Collinsella, Asaccharobacter	sq159;size=51411; 4186 4203 sq29;size=509608;
11788	a clade within phylum Proteobacteria,including representatives of class Betaproteobacteria, Zetaproteobacteria, Alphaproteobacteria, Gammaproteobacteria	sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687; sq481;size=6956; sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175; sq35;size=455501; 10249 11740 11752
12065	a clade within family Veillonellaceae,including representatives of genus Mitsuokella, Propionispora, Megasphaera, Desulfosporomusa, Zymophilus, Veillonella, Centipeda, Acetonema, Pelosinus, Anaeroglobus, Sporotalea, Anaeromusa, Propionispira, Anaerovibrio, Sporomusa, Dialister, Selenomonas, Schwartzia, Allisonella, Anaerospora, Pectinatus, Psychrosinus, Sporolituus, Anaerosinus, Negativicoccus, Megamonas, Dendrosporobacter, Anaeroarcus	sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211; sq68;size=178805; sq236;size=29272; sq62;size=199303; sq14;size=1011218; 11976
12580	a clade within phylum Tenericutes or Bacteroidetes or Fusobacteria or Firmicutes	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037; 12166
13258	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074; 13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695;
14882	a clade within class Bacilli,including representatives of order Bacillales, Lactobacillales	14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852; sq305;size=17074; sq647;size=3646; sq49;size=289146; sq12;size=1158412; sq303;size=17173; sq563;size=5038;
4250	Akkermansia muciniphila	sq11;size=1228070; sq69;size=177052;
4188	a clade within family Coriobacteriaceae,including representatives of genus Cryptobacterium, Gordonibacter, Adlercreutzia, Paraeggerthella, Eggerthella, Slackia, Denitrobacterium, Enterorhabdus, Asaccharobacter	sq159;size=51411; 4186
4213	a clade within family Coriobacteriaceae,including representatives of genus Collinsella, Atopobium, Olsenella, Coriobacterium	4203 sq29;size=509608;
12064	a clade within family Veillonellaceae,including representatives of genus Anaeroglobus, Negativicoccus, Megasphaera, Dialister, Allisonella, Veillonella	sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211; sq68;size=178805; sq236;size=29272; sq62;size=199303; sq14;size=1011218;
12579	a clade within phylum Tenericutes or Bacteroidetes or Firmicutes	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037;
12662	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Oscillospiraceae, Eubacteriaceae	sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346; sq105;size=88435;
12896	a clade within order Clostridiales,including representatives of family Gracilibacteraceae, Clostridiaceae, Eubacteriaceae	sq72;size=166815; 12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339;
13078	a clade within order Clostridiales,including representatives of family Clostridiales Family XIX. Incertae Sedis, Clostridiaceae, Clostridiales Family XI. Incertae Sedis, Clostridiales Family XII. Incertae Sedis, Clostridiales Family XIII. Incertae Sedis, Peptostreptococcaceae, Eubacteriaceae	12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074;
13257	a clade within phylum Firmicutes,including representatives of class Clostridia, Bacilli	13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695;
4070	a clade within genus Bifidobacterium,including representatives of species Bifidobacterium gallicum, Bifidobacterium boum, Bifidobacterium gallinarum, Bifidobacterium merycicum, Bifidobacterium ruminantium, Bifidobacterium adolescentis, Bifidobacterium bifidum, Bifidobacterium subtile, Bifidobacterium asteroides, Bifidobacterium breve, Bifidobacterium catenulatum, Bifidobacterium coryneforme, Bifidobacterium dentium, Bifidobacterium indicum, Bifidobacterium magnum, Bifidobacterium pseudolongum, Bifidobacterium pullorum, Bifidobacterium choerinum, Bifidobacterium saeculare, Bifidobacterium scardovii, Bifidobacterium stercoris, Bifidobacterium tsurumiense, Bifidobacterium longum, Bifidobacterium thermophilum, Bifidobacterium angulatum, Bifidobacterium animalis, Bifidobacterium pseudocatenulatum	sq244;size=26964; sq147;size=57987; sq31;size=484285; sq1;size=4814083; sq8;size=1459934; sq76;size=147856; sq9;size=1334363; sq92;size=111219;
4203	a clade within family Coriobacteriaceae,including representatives of genus Atopobium, Olsenella	
9997	a clade within phylum Proteobacteria,including representatives of class Betaproteobacteria, Gammaproteobacteria	sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687; sq481;size=6956; sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175; sq35;size=455501;
11784	a clade within class Alphaproteobacteria,including representatives of order Rhizobiales, Kordiimonadales, Rhodobacterales, Sphingomonadales, Caulobacterales, Kiloniellales, Parvularculales, Rhodospirillales, Sneathiellales, Rickettsiales	10249 11740 11752
4909	a clade within genus Campylobacter,including representatives of species Campylobacter hominis, Campylobacter concisus, Campylobacter curvus, Campylobacter rectus, Campylobacter showae, Campylobacter sputorum, Campylobacter gracilis	
12038	a clade within genus Veillonella,including representatives of species Veillonella montpellierensis, Veillonella atypica, Veillonella dispar, Veillonella denticariosi, Veillonella magna, Veillonella criceti, Veillonella ratti, Veillonella rogosae, Veillonella parvula, Veillonella rodentium, Veillonella caviae	sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211; sq68;size=178805;
12063	a clade within family Veillonellaceae,including representatives of genus Negativicoccus, Megasphaera, Dialister, Anaeroglobus, Allisonella	sq236;size=29272; sq62;size=199303; sq14;size=1011218;
11976	a clade within family Veillonellaceae,including representatives of genus Pectinatus, Mitsuokella, Anaerovibrio, Selenomonas, Schwartzia, Centipeda, Megamonas	
11935	a clade within genus Acidaminococcus,including representatives of species Acidaminococcus fermentans, Acidaminococcus intestini	
12213	a clade within phylum Firmicutes,including representatives of class Clostridia, Erysipelotrichia, Bacilli	12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536;
12578	a clade within phylum Tenericutes or Bacteroidetes or Firmicutes	sq284;size=19843; sq89;size=117483; sq564;size=5037;
12628	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Oscillospiraceae, Eubacteriaceae	sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346;
13004	a clade within order Clostridiales,including representatives of family Clostridiaceae, Peptostreptococcaceae, Eubacteriaceae, Clostridiales Family XI. Incertae Sedis	12958 sq242;size=27049;
13077	a clade within order Clostridiales,including representatives of family Eubacteriaceae, Clostridiaceae, Clostridiales Family XII. Incertae Sedis, Clostridiales Family XIII. Incertae Sedis, Peptostreptococcaceae, Clostridiales Family XIX. Incertae Sedis	13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074;
13256	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Clostridiaceae	13248 sq336;size=13993; sq286;size=19689;
4032	a clade within genus Bifidobacterium,including representatives of species Bifidobacterium longum, Bifidobacterium subtile, Bifidobacterium gallicum, Bifidobacterium choerinum, Bifidobacterium breve, Bifidobacterium animalis, Bifidobacterium magnum, Bifidobacterium pseudolongum	sq244;size=26964; sq147;size=57987; sq31;size=484285; sq1;size=4814083;
4057	a clade within genus Bifidobacterium,including representatives of species Bifidobacterium scardovii, Bifidobacterium bifidum, Bifidobacterium merycicum, Bifidobacterium ruminantium, Bifidobacterium adolescentis, Bifidobacterium stercoris, Bifidobacterium angulatum, Bifidobacterium catenulatum, Bifidobacterium dentium, Bifidobacterium pseudocatenulatum	sq8;size=1459934; sq76;size=147856; sq9;size=1334363; sq92;size=111219;
4186	a clade within genus Slackia,including representatives of species Slackia isoflavoniconvertens, Slackia exigua, Slackia heliotrinireducens	
10249	a clade within order Rhodospirillales,including representatives of family Acetobacteraceae, Rhodospirillaceae	
11782	a clade within class Alphaproteobacteria,including representatives of order Rhizobiales, Kordiimonadales, Rhodobacterales, Sphingomonadales, Caulobacterales, Kiloniellales, Parvularculales, Rhodospirillales, Sneathiellales, Rickettsiales	11740 11752
12049	a clade within family Veillonellaceae,including representatives of genus Megasphaera, Anaeroglobus	sq236;size=29272; sq62;size=199303;
12211	a clade within phylum Firmicutes,including representatives of class Erysipelotrichia, Bacilli	
12212	Clostridium saccharogumia	sq156;size=52152; sq26;size=571700;
12620	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Eubacteriaceae	sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241;
12627	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Clostridiaceae, Oscillospiraceae	sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346;
12958	a clade within order Clostridiales,including representatives of family Clostridiaceae, Peptostreptococcaceae, Clostridiales Family XI. Incertae Sedis	
